1,0.5472452579454532,0.5343580290454256,0.5172531839713004,0.4981637507988727,0.47653409919926615,0.45313672004262284,0.4309631455344013,0.4073924350726756,0.3838726370946946,0.35985213265731847,0.3381878438819013,0.3124673799924031,0.29012130062492253,0.26423402933858553,0.23717736518845955,0.21107659255353486,0.18553796240749534,0.15906677407273584,0.13294974908461188,0.10591198818516549,0.07815271331055312,0.051620880687393005,0.023740878655814045,-0.0035655595138957305,-0.03221638062189963,-0.058943631514687705,-0.09029823991422499,-0.11846616937256811,-0.14809162268895817,-0.17788641943181796,-0.20891046129203752,-0.23999789090715024,-0.26815388547904084,-0.29811707824987516,-0.3318790213141495,-0.36051053351958456,-0.39558708035165596,-0.42052402768673436,-0.4538957458621519,-0.4858654258898141,-0.5229196870646099,-0.5602814551372756,-0.5890998963471102,-0.6119744076518809,-0.6218322295344816
3,0.9716492914337073,0.9114856980520094,0.8286796295672242,0.746669469677512,0.6627574926948221,0.5692110290104629,0.47777028806849886,0.38628579955920256,0.28871690892887075,0.19073887558242403,0.08927247889369598,-0.0113074058841222,-0.11319546179483703,-0.22595885044201752,-0.3368626118521294,-0.4412535483591159,-0.5486230624026852,-0.6525819046904507,-0.7432366678839547,-0.8802316490366664,-1.0269164496136993,-1.1430693495087514
4,1.1011251356004146,1.0217183119395734,0.9392384706527163,0.8455056536002512,0.7506512916571977,0.6463191334845262,0.5466030916830025,0.4473384766229082,0.3372986493318235,0.22174596378162498,0.11057140600291411,-0.004136531097780986,-0.118382841990927,-0.23569711204651106,-0.36096517284965385,-0.48997715728840324,-0.6233740801386654,-0.7564973252046627,-0.8837794637861455,-1.026076597529105,-1.1573404638754226,-1.3118888385496748
5,1.875914636217772,1.5697521291508159,1.2231754477110113,0.8525949542186828,0.48480918339586415,0.08482751432054667,-0.32981691855297934,-0.7669225459164472,-1.2112447622038447,-1.658248993006318,-2.1248406453351025
7,2.7122695692321788,1.9262295800005536,1.0532886488277722,0.1127704473527014,-0.8487772326338638,-1.861091339493055,-3.094689673286287
8,2.222445824175518,1.8714179205203116,1.4548702773574798,1.0412793782723375,0.5798737215677385,0.13894457972239846,-0.381918680835566,-0.8772044881541521,-1.417100706453798,-1.9967932448670427,-2.6358145813052243
9,2.8166658712197443,1.9861520133150903,1.092796735068992,0.1741347179237379,-0.8905351313466469,-2.002592822349159,-3.176621383831759
11,4.28055838869595,1.764157961689746,-1.126736225603509,-4.917980124782187
13,4.557014204226948,0.45843192115307757,-5.015446125380025
15,2.9089973496882275,1.5873347413457253,0.12250946306527866,-1.4514932016702387,-3.1673483524289936
16,4.0047046987532315,2.259513102737121,0.2746716769376335,-1.9086859484912817,-4.630203529936704
17,5.0446639933791655,-5.0446639933791655
